BST Model Scaled Impulse,,,,,,,,,,,,,,,,,
scaled_distance_Mf5.2,scaled_impulse_Mf5.2,scaled_distance_Mf4.0,scaled_impulse_Mf4.0,scaled_distance_Mf3.0,scaled_impulse_Mf3.0,scaled_distance_Mf2.0,scaled_impulse_Mf2.0,scaled_distance_Mf1.4,scaled_impulse_Mf1.4,scaled_distance_Mf1.0,scaled_impulse_Mf1.0,scaled_distance_Mf0.7,scaled_impulse_Mf0.7,scaled_distance_Mf0.35,scaled_impulse_Mf0.35,scaled_distance_Mf0.2,scaled_impulse_Mf0.2
2.124452604,0.016084012,2.811333706,0.011240649,4.237879865,0.007264844,4.237879865,0.007264844,8.888965122,0.003331975,2.811238632,0.011067509,,,,,,
2.211070717,0.014880192,3.045975346,0.010725319,4.410964904,0.006933036,4.410964904,0.006933036,9.252011486,0.003179794,2.926155225,0.010727254,,,,,,
2.348101106,0.01442142,3.267034628,0.009921232,4.684333019,0.006719283,4.684333019,0.006719283,9.726659051,0.002987686,3.107240024,0.010000789,,,,,,
2.468480127,0.013341436,3.267034628,0.009921232,4.826816407,0.006313907,4.826816407,0.006313907,,,3.299587029,0.009396167,,,,,,
2.64780723,0.012730368,3.400353053,0.009322261,5.177293925,0.005931917,5.177293925,0.005931917,,,3.539291362,0.008965802,,,,,,
2.755949941,0.012148932,3.647254364,0.008758266,5.497969094,0.005660477,5.497969094,0.005660477,,,3.683782103,0.008490153,,,,,,
2.868412448,0.011415469,3.758447129,0.008489388,5.897378779,0.005401214,5.897378779,0.005401214,,,3.872833327,0.008039376,,,,,,
3.107923142,0.01106252,3.758447129,0.008489388,6.13824168,0.005154524,6.13824168,0.005154524,,,4.071517787,0.007553677,,,,,,
3.17059463,0.010558212,3.951396967,0.008101285,6.453146332,0.004843113,6.453146332,0.004843113,,,4.237879865,0.007264844,,,,,,
3.267145118,0.01007644,3.951396967,0.008101285,6.921712468,0.004550106,6.921712468,0.004550106,,,4.455593333,0.007041179,,,,,,
3.435105001,0.009918995,4.195999691,0.007611503,7.424552508,0.004341701,7.424552508,0.004341701,,,4.684174602,0.006615786,,,,,,
3.647624421,0.009175773,4.195999691,0.007611503,7.650385171,0.004079765,7.650385171,0.004079765,,,4.875817153,0.006512708,,,,,,
3.912215605,0.008357118,4.455593333,0.007041179,7.963383607,0.0040162,7.963383607,0.0040162,,,5.125783432,0.006024987,,,,,,
3.912215605,0.008357118,4.731407248,0.006615487,8.205883408,0.00383294,8.205883408,0.00383294,,,5.335132554,0.005749807,,,,,,
4.196283509,0.007851514,4.924649113,0.006313337,8.627445935,0.003714934,8.627445935,0.003714934,,,5.665775658,0.005572535,,,,,,
4.196283509,0.007851514,5.22985264,0.00611869,8.979507553,0.003490653,8.979507553,0.003490653,,,5.956844709,0.005400971,,,,,,
4.500977723,0.007376499,5.443636288,0.005930579,9.34656797,0.003383338,9.34656797,0.003383338,,,6.076964901,0.005154756,,,,,,
4.732047336,0.007039274,5.723099776,0.005659456,9.6311883,0.003228956,9.6311883,0.003228956,,,6.453146332,0.004843113,,,,,,
4.97497952,0.006717465,5.723099776,0.005659456,9.924140218,0.003034152,9.924140218,0.003034152,,,6.71693525,0.004694218,,,,,,
5.282587603,0.006118414,6.077581482,0.005400484,,,,,,,7.061766913,0.004479617,,,,,,
5.609974251,0.005929777,6.077581482,0.005400484,,,,,,,7.424552508,0.004341701,,,,,,
5.609974251,0.005929777,6.262231532,0.004996506,,,,,,,7.650902644,0.004208411,,,,,,
5.839493828,0.005837388,6.583719775,0.004768085,,,,,,,7.650902644,0.004208411,,,,,,
6.139072091,0.005484722,7.062005738,0.004549696,,,,,,,7.88388682,0.004016381,,,,,,
6.585055837,0.005233509,7.499671247,0.004409424,,,,,,,8.042865951,0.003833286,,,,,,
6.922414759,0.00476701,7.727527455,0.004079581,,,,,,,8.042865951,0.003833286,,,,,,
7.350931943,0.004478809,7.727527455,0.004079581,,,,,,,8.627445935,0.003714934,,,,,,
7.728572873,0.004340918,8.206160927,0.003892903,,,,,,,9.161199577,0.003436577,,,,,,
8.044226072,0.004142655,8.456053748,0.003715269,,,,,,,9.161199577,0.003436577,,,,,,
8.457483743,0.004015113,8.456053748,0.003715269,,,,,,,9.536009613,0.003383033,,,,,,
8.457483743,0.004015113,8.801716647,0.003601048,,,,,,,9.728303917,0.00322881,,,,,,
8.802907387,0.00383173,8.801716647,0.003601048,,,,,,,,,,,,,,
9.162748818,0.003713929,9.346251884,0.003331224,,,,,,,,,,,,,,
9.537299692,0.003599749,9.630862589,0.00317922,,,,,,,,,,,,,,
9.926154166,0.003330323,9.630862589,0.00317922,,,,,,,,,,,,,,
,,10.12597331,0.003129545,,,,,,,,,,,,,,
