BST Model Dimensionless Side on Overpressure,,,,,,,,,,,,,,,,,
scaled_distance_Mf5.2,scaled_overpressure_Mf5.2,scaled_distance_Mf4.0,scaled_overpressure_Mf4.0,scaled_distance_Mf3.0,scaled_overpressure_Mf3.0,scaled_distance_Mf2.0,scaled_overpressure_Mf2.0,scaled_distance_Mf1.4,scaled_overpressure_Mf1.4,scaled_distance_Mf1.0,scaled_overpressure_Mf1.0,scaled_distance_Mf0.7,scaled_overpressure_Mf0.7,scaled_distance_Mf0.35,scaled_overpressure_Mf0.35,scaled_distance_Mf0.2,scaled_overpressure_Mf0.2
0.472968262,1.133852338,0.914693437,0.424700721,1.316388683,0.285335568,0.629449802,0.678002487,1.17100353,0.320751689,1.460375992,0.210602078,1.620454818,0.187354418,2.534469225,0.036525178,1.509435469,0.018370701
0.494977596,1.057050894,0.96982698,0.405270402,1.36427884,0.269137655,0.652366373,0.654616063,1.221578126,0.313318161,1.52839434,0.203332723,1.673883826,0.170640001,2.785052081,0.033456107,1.579717961,0.017530808
0.494977596,1.057050894,0.96982698,0.405270402,1.437088563,0.250903488,0.673902623,0.617459949,1.261888831,0.292105204,1.61521089,0.189555299,1.763263286,0.162835802,2.981815915,0.031188158,1.680396152,0.016728625
0.516327981,0.985459721,1.038345223,0.377797615,1.53363972,0.236642647,0.707580043,0.589225356,1.324950108,0.278748109,1.718128435,0.178782838,1.900190972,0.153576748,3.192628561,0.030286109,1.793341321,0.016150404
0.516327981,0.985459721,1.093760308,0.352201699,1.615466687,0.218050376,0.747792062,0.562272571,1.359863919,0.272299257,1.82760365,0.168622578,1.975635189,0.138250529,3.440305098,0.026788155,1.913802155,0.015055712
0.534220759,0.897540375,1.194078872,0.317014445,1.685170535,0.205668712,0.77503761,0.555698325,1.400192049,0.256845625,1.93768654,0.155371867,2.115185834,0.127383365,3.768189195,0.024681051,1.913802155,0.015055712
0.542059274,0.836811077,1.303564147,0.278759604,1.763728717,0.205644965,0.811135696,0.536517279,1.446454074,0.247988262,2.041098259,0.144845371,2.264653525,0.120142164,4.034518111,0.023551295,2.009468482,0.014535914
0.559990957,0.836742062,1.37764615,0.266008375,1.827844841,0.189495899,0.835179718,0.500196929,1.50400243,0.239432398,2.2068009,0.138211766,2.40895207,0.113314464,4.319528176,0.021827043,2.082627814,0.014034525
0.559990957,0.836742062,1.503982583,0.236654358,1.912953143,0.180832311,0.868373647,0.466323802,1.584310826,0.228481987,2.332152608,0.12884681,2.521184486,0.11068745,4.564948219,0.020586948,2.179570585,0.013237486
0.574747301,0.817383991,1.615445369,0.215520423,1.982598612,0.17459484,0.914717578,0.434730206,1.631316682,0.218044981,2.4646246,0.120116404,2.638471685,0.101992767,4.855912401,0.019759888,2.179570585,0.013237486
0.574747301,0.817383991,1.769384773,0.196264098,2.095270378,0.166608393,0.94800747,0.414864983,1.679739348,0.210527401,2.613146432,0.113291102,2.734567414,0.099630693,5.081812713,0.018207716,2.288431433,0.012340744
0.591784199,0.762049943,1.894341749,0.178738607,2.221446446,0.151734776,1.005162295,0.400531869,1.740894131,0.203265653,2.734820028,0.108111531,2.84332689,0.095077233,5.353198811,0.017476672,2.371747054,0.011915073
0.61132048,0.718795865,2.021586899,0.166623509,2.362960752,0.141451193,1.048546683,0.382223052,1.845827279,0.193966125,2.852821521,0.10197258,2.946805872,0.090732629,5.731250858,0.015916084,2.410625556,0.011776341
0.629441496,0.67013589,2.164411944,0.155328304,2.464982388,0.136569847,1.083161838,0.360528009,1.944362251,0.182947522,2.985536698,0.093962464,3.054091132,0.087602977,6.096593961,0.015366075,2.506501184,0.011238123
0.629441496,0.67013589,2.362960752,0.141451193,2.563019902,0.130328142,1.083161838,0.360528009,2.015124649,0.17458764,3.155164146,0.088624022,3.144746268,0.084582672,6.548682477,0.01449246,2.62324377,0.010850216
0.652366373,0.654616063,2.513523208,0.133412497,2.744024747,0.118690432,1.140908501,0.320772854,2.088434787,0.164676659,3.37798723,0.0807103,3.259281015,0.082623803,6.85351247,0.013669414,2.817619783,0.009766611
0.652366373,0.654616063,2.673714443,0.127307743,2.87171652,0.11065094,1.198002984,0.324498197,2.15045455,0.160865529,3.546797812,0.07701966,3.421933615,0.074376506,7.385630252,0.012742571,3.046322631,0.009211193
0.667372548,0.632057162,2.844002353,0.11730267,3.034837067,0.10315345,1.245617197,0.302523315,2.257890963,0.151728518,3.772841446,0.073495357,3.65193347,0.071805698,7.881731673,0.011878866,3.224753187,0.008945038
0.687164151,0.596186412,2.995782925,0.109355375,3.134941908,0.095053711,1.324967592,0.282020279,2.340063808,0.144795205,3.922791721,0.068518282,3.884523797,0.066162512,8.142142286,0.011469221,3.407904597,0.008290422
0.707542694,0.562351413,3.145410321,0.101947352,3.334737245,0.090704197,1.324967592,0.282020279,2.417283282,0.134991961,4.159184807,0.064624909,4.02594884,0.06388036,8.466195785,0.011203511,3.572392304,0.007911358
0.733312094,0.549327791,3.389490872,0.091765172,3.593461946,0.080697654,1.37760979,0.259871403,2.51349004,0.131864564,4.381154894,0.06024655,4.254688762,0.060251022,9.03476083,0.010322945,3.572392304,0.007911358
0.777533319,0.536574807,3.570289201,0.083574406,3.872413036,0.074353199,1.451226719,0.256822324,2.604965062,0.125838944,4.615153931,0.058166059,4.452619746,0.055518204,9.579461368,0.009966299,3.837249833,0.007374996
0.827043222,0.488669179,3.773239766,0.080687671,4.132582082,0.070127115,1.533619482,0.233896975,2.682288708,0.12150037,4.949326915,0.054859341,4.751895539,0.053599229,,,4.095056431,0.006955817
0.857142326,0.466339186,4.000620635,0.076102804,4.395900764,0.066141779,1.615488005,0.220610027,2.79802359,0.114601154,5.273260719,0.051741461,4.973022541,0.049968687,,,4.384372027,0.00648429
0.897052676,0.445018563,4.227809916,0.070123067,4.67599751,0.06238293,1.701726879,0.208077869,2.89046965,0.110649115,5.51864918,0.048236756,5.255502428,0.046582907,,,4.618542892,0.006260369
0.929687409,0.419755775,4.497136951,0.065370588,4.941670857,0.058838668,1.792593059,0.198561454,3.015266662,0.106830719,5.908541555,0.044966845,5.554174452,0.044452077,,,4.880823055,0.005768463
0.985724721,0.40055169,4.893915533,0.061652006,5.205263789,0.053586852,1.851819924,0.191714031,3.165950749,0.10194567,6.305092377,0.040007064,5.572280115,0.044451711,,,5.158338061,0.005634591
1.021612301,0.386735411,5.17176545,0.056148615,5.465318052,0.050543169,1.944285278,0.176653117,3.345828675,0.096153666,6.577403687,0.039079887,5.927254845,0.041439067,,,5.398236181,0.005131744
1.062243963,0.369060291,5.35998476,0.053582875,5.794665999,0.047671185,2.021613577,0.16857947,3.55882937,0.086552996,6.883570603,0.03686049,6.366450079,0.037300571,,,5.398236181,0.005131744
1.0973113,0.348112369,5.664519801,0.050538584,6.143536632,0.042911707,2.102072863,0.164673943,3.748858237,0.082594506,7.274478313,0.033964197,6.772105722,0.035180773,,,5.836327576,0.004783751
1.155873325,0.324527638,6.005713424,0.046567158,6.577837687,0.041428132,2.199949798,0.157145193,3.748858237,0.082594506,7.712848866,0.03203427,7.180013077,0.032416195,,,5.836327576,0.004783751
1.209693219,0.309690516,6.005713424,0.046567158,6.973767517,0.036859274,2.199949798,0.157145193,3.936202623,0.078817707,8.098288602,0.030569439,7.612691018,0.030574229,,,6.187869775,0.004407834
1.209693219,0.309690516,6.025291027,0.046566774,7.32227261,0.03517381,2.294903096,0.149961888,4.146327167,0.074340322,8.475361958,0.02917183,7.889952699,0.029866154,,,6.539701156,0.004305539
1.241553507,0.299015721,6.43001687,0.043410427,7.539620943,0.033961116,2.425259225,0.139800766,4.269347002,0.070944473,8.92791623,0.02783766,8.284024333,0.027842942,,,6.822054984,0.004156959
1.303581349,0.28203191,7.01977137,0.039073441,7.86493907,0.032032685,2.54639124,0.130330292,4.468195744,0.068495681,9.313013359,0.025952292,8.754692777,0.026261056,,,7.093569618,0.004060654
1.303581349,0.28203191,7.614097574,0.036000891,8.151387873,0.031290833,2.673714443,0.127307743,4.64590525,0.065365196,9.778290226,0.024478226,9.222040627,0.024769248,,,7.472242473,0.003829981
1.364332851,0.278727418,8.098822955,0.032406305,8.614520391,0.029513056,2.673714443,0.127307743,4.84630193,0.06093819,,,9.588947042,0.023914682,,,7.74418449,0.003654968
1.427840217,0.262898131,8.813026336,0.029511352,9.103726158,0.027194083,2.779980297,0.118686516,4.84630193,0.06093819,,,9.84136601,0.022822453,,,7.74418449,0.003654968
1.474996267,0.250886934,9.435541828,0.027191616,9.558799344,0.026255208,2.779980297,0.118686516,5.088556807,0.0588343,,,,,,,8.104556111,0.003407399
1.52865656,0.236644599,9.435541828,0.027191616,9.906809468,0.025349584,2.909498817,0.11593496,5.307976793,0.054213215,,,,,,,8.564801767,0.003139664
1.52865656,0.236644599,9.906678736,0.025055463,,,2.909498817,0.11593496,5.447595879,0.050839382,,,,,,,8.564801767,0.003139664
1.599791803,0.220615486,9.906678736,0.025055463,,,2.995782925,0.109355375,5.609223825,0.04851705,,,,,,,8.99293543,0.003031267
1.679717182,0.208084734,,,,,3.104769365,0.103147495,5.81340219,0.046570999,,,,,,,8.99293543,0.003031267
1.775105816,0.191734587,,,,,3.104769365,0.103147495,6.064317785,0.04444218,,,,,,,9.320466968,0.002961066
1.833730707,0.182974684,,,,,3.217720725,0.097292024,6.203813346,0.042910646,,,,,,,9.786632791,0.002926347
1.894366747,0.180836785,,,,,3.411625216,0.091763658,6.408616779,0.04047503,,,,,,,10.01228006,0.002960528
2.001997847,0.170562613,,,,,3.617214671,0.086549427,6.707236732,0.039768062,,,,,,,10.01228006,0.002960528
2.108897432,0.162761953,,,,,3.773339353,0.082593144,6.928522286,0.036859882,,,,,,,,
2.221505076,0.155318056,,,,,4.000620635,0.076102804,7.298577119,0.035587002,,,,,,,,
2.317296994,0.143118744,,,,,4.297227058,0.070943302,7.663415283,0.034358362,,,,,,,,
2.51349004,0.131864564,,,,,4.600704575,0.064608388,7.993969373,0.032031364,,,,,,,,
2.647631615,0.122930695,,,,,4.799278231,0.061655057,8.393457746,0.030566665,,,,,,,,
2.75300613,0.120082725,,,,,4.799278231,0.061655057,8.769760629,0.028496351,,,,,,,,
2.87183021,0.114593593,,,,,4.990155581,0.058837212,9.103606024,0.026878561,,,,,,,,
3.025095918,0.106829838,,,,,5.188624524,0.056148152,9.435168294,0.026256074,,,,,,,,
3.135148762,0.100765328,,,,,5.430289458,0.054210085,9.746904098,0.02535063,,,,,,,,
3.345784523,0.095038033,,,,,5.555127361,0.051734634,,,,,,,,,,
3.535833296,0.088598443,,,,,5.794742467,0.048230788,,,,,,,,,,
3.664563457,0.085542406,,,,,6.224529544,0.046022682,,,,,,,,,,
3.847644544,0.080683678,,,,,6.535506184,0.043408637,,,,,,,,,,
4.039925648,0.076994255,,,,,6.642287849,0.040946444,,,,,,,,,,
4.214017147,0.069310028,,,,,6.906738977,0.040467353,,,,,,,,,,
4.381790904,0.068499071,,,,,7.299251348,0.038616265,,,,,,,,,,
4.585816308,0.065367353,,,,,7.299251348,0.038616265,,,,,,,,,,
4.585816308,0.065367353,,,,,7.540317439,0.036851979,,,,,,,,,,
4.877949667,0.060937185,,,,,7.865561821,0.034356095,,,,,,,,,,
5.121583776,0.056809138,,,,,8.151818156,0.032786175,,,,,,,,,,
5.325279893,0.054212768,,,,,8.448603886,0.031655278,,,,,,,,,,
5.591330144,0.051133534,,,,,8.928740974,0.030207278,,,,,,,,,,
5.986515424,0.048792936,,,,,9.193531753,0.028492943,,,,,,,,,,
5.986515424,0.048792936,,,,,9.590339063,0.027190495,,,,,,,,,,
6.472348352,0.045484197,,,,,9.842794675,0.025948653,,,,,,,,,,
6.472348352,0.045484197,,,,,,,,,,,,,,,,
6.729500789,0.041912029,,,,,,,,,,,,,,,,
7.322949027,0.038167901,,,,,,,,,,,,,,,,
7.638817431,0.035582893,,,,,,,,,,,,,,,,
8.02055754,0.033955794,,,,,,,,,,,,,,,,
8.366847847,0.032784012,,,,,,,,,,,,,,,,
8.727859002,0.030922421,,,,,,,,,,,,,,,,
9.045736197,0.030206282,,,,,,,,,,,,,,,,
9.374695934,0.028160957,,,,,,,,,,,,,,,,
9.684050357,0.026254342,,,,,,,,,,,,,,,,
